0.0,2.5,0.25,2.5,0.25,2.7,0.0,2.7
0.0,-2.5,0.25,-2.5,0.25,-2.7,0.0,-2.7
0.25,2.5,1.75,2.5,1.75,2.7,0.25,2.7
0.25,-2.5,1.75,-2.5,1.75,-2.7,0.25,-2.7
1.75,2.5,2.0,2.5,2.0,2.7,1.75,2.7
1.75,-2.5,2.0,-2.5,2.0,-2.7,1.75,-2.7
