5.0,0.0,0
12.0710678119,7.07106781187,0
22.0710678119,7.07106781187,0
29.1421356237,8.881784197e-16,0
29.1421356237,-10.0,0
22.0710678119,-17.0710678119,0
12.0710678119,-17.0710678119,0
5.0,-10.0,0
-5.0,-10.0,0
-12.0710678119,-17.0710678119,0
-12.0710678119,-27.0710678119,0
-5.0,-34.1421356237,0
5.0,-34.1421356237,0
12.0710678119,-27.0710678119,0
22.0710678119,-27.0710678119,0
-5.0,0.0,0
-12.0710678119,-7.07106781187,0
-22.0710678119,-7.07106781187,0
-29.1421356237,0.0,0
-29.1421356237,10.0,0
-22.0710678119,17.0710678119,0
-12.0710678119,17.0710678119,0
-5.0,10.0,0
5.0,10.0,0
12.0710678119,17.0710678119,0
12.0710678119,27.0710678119,0
5.0,34.1421356237,0
-5.0,34.1421356237,0
-12.0710678119,27.0710678119,0
-22.0710678119,27.0710678119,0
