0.0,2.5,0.25,2.5,0.25,2.7,0.0,2.7
0.0,-2.5,0.25,-2.5,0.25,-2.7,0.0,-2.7
0.25,2.5,0.75,2.5,0.75,2.7,0.25,2.7
0.25,-2.5,0.75,-2.5,0.75,-2.7,0.25,-2.7
0.75,2.5,1.0,2.5,1.0,2.7,0.75,2.7
0.75,-2.5,1.0,-2.5,1.0,-2.7,0.75,-2.7
