,steps,vrep_steps,travelled_distances
0,323.0,499.0,15.5686674118
1,132.0,197.0,5.53012657166
2,444.0,637.0,19.2651977539
3,195.0,279.0,8.16114139557
4,455.0,651.0,19.680562973
5,459.0,600.0,18.2001285553
6,3786.0,5254.0,163.943405151
7,4599.0,5290.0,162.099746704
8,4702.0,5331.0,163.287414551
9,4752.0,5307.0,163.134933472
10,4498.0,5352.0,164.09463501
11,5060.0,5336.0,164.760894775
