,steps,vrep_steps,travelled_distances
0,388.0,504.0,15.7297878265
1,4362.0,5311.0,170.764541626
2,5364.0,5296.0,169.620285034
3,5164.0,5250.0,168.793106079
4,6326.0,5312.0,169.945541382
5,5574.0,5263.0,169.288040161
