,steps,vrep_steps,travelled_distances
0,645.0,506.0,15.6836185455
1,175.0,134.0,3.9392580986
2,829.0,613.0,19.8191280365
3,922.0,852.0,26.7685928345
4,5819.0,5366.0,171.538864136
5,5755.0,5329.0,170.321868896
6,5768.0,5349.0,171.010772705
7,5753.0,5333.0,171.911376953
