,vrep_steps,travelled_distances
0,510.0,16.0098972321
1,636.0,19.6158485413
2,633.0,19.8649330139
3,625.0,19.4130783081
4,296.0,8.84342098236
5,669.0,21.0290985107
6,646.0,20.5408840179
7,5409.0,174.898986816
8,5400.0,172.317382812
9,5388.0,170.421600342
10,5429.0,170.289825439
11,5407.0,169.75100708
12,5319.0,170.96862793
