,steps,vrep_steps,travelled_distances
0,371.0,500.0,15.6173381805
1,136.0,188.0,5.25018358231
2,4157.0,5328.0,163.899246216
3,4377.0,5320.0,163.706314087
4,5282.0,5313.0,164.511352539
5,5365.0,5385.0,165.256256104
