,steps,vrep_steps,travelled_distances
0,389.0,501.0,15.5650463104
1,3970.0,5275.0,168.866699219
2,4430.0,5355.0,169.26651001
3,5202.0,5303.0,169.932632446
4,4553.0,5363.0,170.48840332
5,5121.0,5356.0,170.047271729
6,4609.0,5401.0,170.201965332
