,steps,vrep_steps,travelled_distances
0,447.0,515.0,16.0132579803
1,477.0,617.0,19.1235694885
2,311.0,445.0,13.5417222977
3,174.0,243.0,6.94285488129
4,3883.0,5308.0,167.274734497
5,4006.0,5273.0,167.807113647
6,4235.0,5319.0,168.406234741
7,4255.0,5284.0,168.533370972
8,3975.0,5388.0,170.366622925
9,3890.0,5329.0,170.245346069
10,3837.0,5370.0,171.172836304
