,steps,vrep_steps,travelled_distances
0,522.0,495.0,15.3905448914
1,6045.0,5307.0,171.942779541
2,6111.0,5334.0,172.84715271
3,6062.0,5314.0,171.83505249
4,6101.0,5314.0,172.856689453
