distances,positions[0],positions[1],rewards,steps,travelled_distance
0.3483009338,1.2680119276,4.6340398789,3.16902145857E-05,1,0
0.3424013853,1.3001004458,4.639248848,0.000030107,2,0.0325085582
0.3247696161,1.3324838877,4.6451559067,2.56913803859E-05,3,0.0654263445
0.3089793921,1.4031393528,4.6748528481,2.21232947934E-05,4,0.142069042
0.3108665943,1.4397542477,4.6775808334,2.25311536563E-05,5,0.1787854202
0.2867387533,1.4729850292,4.6855421066,1.76815543962E-05,6,0.2129565588
0.2867387533,1.5054225922,4.7006525993,1.76815543962E-05,7,0.2487409476
0.2690008879,1.5388680697,4.7179517746,0.000014599,8,0.2863954484
0.2649803162,1.5732605457,4.7256135941,1.39541088116E-05,9,0.3216310254
0.2204716206,1.6037509441,4.7436265945,8.03746965847E-06,10,0.3570447597
0.1966928244,1.63460958,4.7673583031,5.70724889859E-06,11,0.3959735332
0.1977044344,1.7010278702,4.7975335121,5.79576135262E-06,12,0.4689251096
0.2025702,1.7368627787,4.7976412773,6.23430339844E-06,13,0.5047601801
0.1807050705,1.7665703297,4.8059315682,4.42560123739E-06,14,0.535602805
0.1477364302,1.8141787052,4.844575882,2.41837734387E-06,15,0.596921158
0.1422300339,1.8399299383,4.856552124,2.15791932251E-06,16,0.6253210943
0.1200191975,1.8637487888,4.8767371178,1.29662209735E-06,17,0.6565424269
0.0977423191,1.8862197399,4.8993587494,7.00340401829E-07,18,0.6884278759
0.028111577,1.9053382874,4.9315767288,1.66616072441E-08,19,0.7258914189
0.00253582,1.9223430157,4.9630475044,1.2229720608E-11,20,0.7616625037
-0.0114561319,1.9391180277,4.9907307625,-1.12765248966E-09,21,0.7940316835
-0.0057420731,1.9871442318,5.012802124,-1.41993153733E-10,22,0.8468867805
-0.0262751579,2.0164375305,5.028626442,-1.3604959979E-08,23,0.8801810201
-0.0772112608,2.0366845131,5.053814888,-3.45225761242E-07,24,0.9124981691
-0.0932751894,2.0687692165,5.0894026756,-6.08638866482E-07,25,0.9604139162
-0.0869760513,2.0901005268,5.0904688835,-4.93469510432E-07,26,0.9817718561
-0.102466464,2.10922575,5.1027584076,-8.06875469505E-07,27,1.004505236
-0.1131304502,2.1253097057,5.1124076843,-1.08592494656E-06,28,1.0232616263
-0.1193941832,2.1390070915,5.1187615395,-1.27647046138E-06,29,1.0383609591
-0.1300830841,2.1516091824,5.121670723,-1.6509112927E-06,30,1.0512944831
-0.1277961731,2.1607496738,5.1286997795,-1.56536208373E-06,31,1.0628251474
-0.1144837141,2.1687066555,5.1287460327,-1.12536238469E-06,32,1.0707822635
-0.1063513756,2.2074608803,5.1147527695,-9.02174604925E-07,33,1.1119854352
-0.0986325741,2.2411398888,5.1080751419,-7.19651716237E-07,34,1.146320058
